nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
5,1.0,1.0,t2,8,1.855,1.855,x,2,3,5
2,0.25,2.25,t1,3,0.415,2.415,c,3,2,4
3,0.5,4.5,t2,8,1.9,5.9,x,4,1,3
4,0.75,6.75,x,2,0.415,6.415,t2,5,8,2
3,0.5,8.5,x,4,0.795,8.795,x,6,7,1
8,1.75,11.75,t2,1,0.11,10.11,x,7,6,8
8,1.75,13.75,c,1,0.08,12.08,x,8,5,7
2,0.25,14.25,x,1,0.16,14.16,c,1,4,6
1,0.0,16.0,x,1,0.055,16.055,x,2,3,5
3,0.5,18.5,c,5,1.16,19.16,x,3,2,4
6,1.25,21.25,x,7,1.505,21.505,x,4,1,3
5,1.0,23.0,c,6,1.27,23.27,x,5,8,2
7,1.5,25.5,t1,3,0.675,24.675,x,6,7,1
7,1.5,27.5,c,3,0.6,26.6,x,7,6,8
1,0.0,28.0,x,6,1.355,29.355,x,8,5,7
1,0.0,30.0,c,8,1.75,31.75,x,1,4,6
7,1.5,33.5,x,3,0.53,32.53,t1,2,3,5
1,0.0,34.0,x,6,1.215,35.215,x,3,2,4
1,0.0,36.0,t1,4,0.82,36.82,c,4,1,3
4,0.75,38.75,x,6,1.42,39.42,x,5,8,2
6,1.25,41.25,c,4,0.795,40.795,x,6,7,1
2,0.25,42.25,x,7,1.43,43.43,c,7,6,8
1,0.0,44.0,x,1,0.08,44.08,x,8,5,7
6,1.25,47.25,t2,5,1.105,47.105,x,1,4,6
8,1.75,49.75,x,2,0.36,48.36,c,2,3,5
8,1.75,51.75,x,4,0.89,50.89,t2,3,2,4
8,1.75,53.75,x,7,1.505,53.505,x,4,1,3
2,0.25,54.25,t2,7,1.38,55.38,x,5,8,2
5,1.0,57.0,x,7,1.545,57.545,t1,6,7,1
4,0.75,58.75,x,8,1.915,59.915,t2,7,6,8
4,0.75,60.75,x,2,0.245,60.245,x,8,5,7
3,0.5,62.5,x,5,1.085,63.085,x,1,4,6
2,0.25,64.25,c,8,1.855,65.855,x,2,3,5
4,0.75,66.75,t2,6,1.215,67.215,x,3,2,4
8,1.75,69.75,x,1,0.18,68.18,t1,4,1,3
3,0.5,70.5,x,4,0.975,70.975,x,5,8,2
5,1.0,73.0,x,2,0.45,72.45,x,6,7,1
5,1.0,75.0,x,4,0.78,74.78,x,7,6,8
4,0.75,76.75,x,8,1.775,77.775,c,8,5,7
2,0.25,78.25,x,6,1.41,79.41,t2,1,4,6
3,0.5,80.5,t1,5,1.185,81.185,t2,2,3,5
1,0.0,82.0,x,7,1.56,83.56,x,3,2,4
6,1.25,85.25,x,3,0.685,84.685,t2,4,1,3
8,1.75,87.75,t1,8,1.775,87.775,t1,5,8,2
5,1.0,89.0,x,6,1.4,89.4,c,6,7,1
5,1.0,91.0,x,6,1.465,91.465,t1,7,6,8
6,1.25,93.25,x,2,0.245,92.245,x,8,5,7
4,0.75,94.75,t1,3,0.435,94.435,x,1,4,6
7,1.5,97.5,x,4,0.855,96.855,x,2,3,5
7,1.5,99.5,x,2,0.29,98.29,t1,3,2,4
6,1.25,101.25,x,7,1.705,101.705,x,4,1,3
3,0.5,102.5,x,3,0.685,102.685,x,5,8,2
2,0.25,104.25,x,2,0.45,104.45,x,6,7,1
6,1.25,107.25,t1,1,0.11,106.11,x,7,6,8
7,1.5,109.5,t2,5,1.02,109.02,t1,8,5,7
3,0.5,110.5,x,3,0.645,110.645,x,1,4,6
7,1.5,113.5,x,8,1.815,113.815,x,2,3,5
6,1.25,115.25,x,5,1.16,115.16,x,3,2,4
4,0.75,116.75,c,5,1.215,117.215,x,4,1,3
7,1.5,119.5,x,5,0.94,118.94,c,5,8,2
1,0.0,120.0,t2,1,0.08,120.08,t2,6,7,1
2,0.25,122.25,x,2,0.235,122.235,x,7,6,8
5,1.0,125.0,t1,7,1.65,125.65,t2,8,5,7
8,1.75,127.75,x,4,0.79,126.79,t1,1,4,6
