nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
5,1.0,1.0,t2,5,1.13,1.13,t2,2,3,5
1,0.0,2.0,x,3,0.415,2.415,c,3,2,4
1,0.0,4.0,t1,5,1.045,5.045,x,4,1,3
5,1.0,7.0,c,4,0.975,6.975,x,5,8,2
3,0.5,8.5,x,8,1.89,9.89,x,6,7,1
4,0.75,10.75,x,6,1.2,11.2,t1,7,6,8
5,1.0,13.0,t1,4,0.7,12.7,x,8,5,7
1,0.0,14.0,c,7,1.6,15.6,x,1,4,6
3,0.5,16.5,t1,3,0.735,16.735,t1,2,3,5
6,1.25,19.25,x,7,1.56,19.56,x,3,2,4
3,0.5,20.5,t2,1,0.015,20.015,t1,4,1,3
3,0.5,22.5,x,8,1.775,23.775,t1,5,8,2
6,1.25,25.25,c,3,0.675,24.675,x,6,7,1
1,0.0,26.0,x,8,1.915,27.915,t2,7,6,8
4,0.75,28.75,x,3,0.545,28.545,x,8,5,7
6,1.25,31.25,t2,7,1.41,31.41,x,1,4,6
4,0.75,32.75,x,6,1.28,33.28,x,2,3,5
2,0.25,34.25,t1,4,0.745,34.745,t2,3,2,4
2,0.25,36.25,x,4,0.82,36.82,c,4,1,3
2,0.25,38.25,t2,1,0.07,38.07,x,5,8,2
8,1.75,41.75,x,2,0.45,40.45,x,6,7,1
8,1.75,43.75,t2,7,1.43,43.43,c,7,6,8
8,1.75,45.75,c,2,0.36,44.36,x,8,5,7
2,0.25,46.25,x,6,1.41,47.41,t2,1,4,6
7,1.5,49.5,x,1,0.055,48.055,x,2,3,5
6,1.25,51.25,x,7,1.56,51.56,x,3,2,4
5,1.0,53.0,x,2,0.38,52.38,x,4,1,3
8,1.75,55.75,t1,5,0.94,54.94,c,5,8,2
1,0.0,56.0,t2,1,0.08,56.08,t2,6,7,1
6,1.25,59.25,t1,3,0.6,58.6,x,7,6,8
1,0.0,60.0,x,8,1.835,61.835,c,8,5,7
7,1.5,63.5,x,4,0.79,62.79,t1,1,4,6
2,0.25,64.25,c,1,0.0,64.0,x,2,3,5
6,1.25,67.25,x,2,0.29,66.29,t1,3,2,4
2,0.25,68.25,x,8,1.9,69.9,x,4,1,3
4,0.75,70.75,x,4,0.975,70.975,x,5,8,2
5,1.0,73.0,x,6,1.37,73.37,c,6,7,1
1,0.0,74.0,x,4,0.78,74.78,x,7,6,8
3,0.5,76.5,x,7,1.4,77.4,t2,8,5,7
5,1.0,79.0,x,1,0.16,78.16,c,1,4,6
4,0.75,80.75,x,2,0.36,80.36,c,2,3,5
3,0.5,82.5,c,5,1.16,83.16,x,3,2,4
5,1.0,85.0,x,6,1.345,85.345,x,4,1,3
6,1.25,87.25,x,2,0.195,86.195,t2,5,8,2
8,1.75,89.75,x,7,1.545,89.545,t1,6,7,1
2,0.25,90.25,x,3,0.6,90.6,x,7,6,8
2,0.25,92.25,x,5,1.07,93.07,t1,8,5,7
8,1.75,95.75,x,5,1.085,95.085,x,1,4,6
6,1.25,97.25,x,7,1.56,97.56,x,2,3,5
5,1.0,99.0,x,5,0.925,98.925,x,3,2,4
4,0.75,100.75,c,3,0.65,100.65,t2,4,1,3
7,1.5,103.5,x,6,1.42,103.42,x,5,8,2
8,1.75,105.75,x,8,1.89,105.89,x,6,7,1
7,1.5,107.5,c,3,0.64,106.64,x,7,6,8
1,0.0,108.0,x,4,0.7,108.7,x,8,5,7
4,0.75,110.75,t1,2,0.48,110.48,x,1,4,6
7,1.5,113.5,x,6,1.295,113.295,x,2,3,5
4,0.75,114.75,t2,1,-0.005,113.995,x,3,2,4
7,1.5,117.5,x,8,1.82,117.82,x,4,1,3
3,0.5,118.5,x,6,1.27,119.27,x,5,8,2
7,1.5,121.5,t1,8,1.7,121.7,x,6,7,1
3,0.5,122.5,x,1,-0.075,121.925,x,7,6,8
7,1.5,125.5,t2,2,0.245,124.245,x,8,5,7
8,1.75,127.75,x,5,1.085,127.085,x,1,4,6
