nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
5,1.0,1.0,t2,3,0.53,0.53,t1,2,3,5
1,0.0,2.0,x,7,1.445,3.4450000000000003,x,3,2,4
7,1.5,5.5,x,2,0.34,4.34,x,4,1,3
8,1.75,7.75,t1,7,1.705,7.705,x,5,8,2
8,1.75,9.75,x,1,0.1,8.1,t2,6,7,1
1,0.0,10.0,x,3,0.64,10.64,x,7,6,8
3,0.5,12.5,x,7,1.4,13.4,t2,8,5,7
1,0.0,14.0,c,1,0.16,14.16,c,1,4,6
3,0.5,16.5,t1,1,0.055,16.055,x,2,3,5
8,1.75,19.75,x,6,1.28,19.28,x,3,2,4
7,1.5,21.5,x,5,1.215,21.215,x,4,1,3
6,1.25,23.25,x,1,-0.015,21.985,x,5,8,2
7,1.5,25.5,t1,2,0.3,24.3,x,6,7,1
6,1.25,27.25,t1,6,1.465,27.465,t1,7,6,8
5,1.0,29.0,t1,2,0.245,28.245,x,8,5,7
7,1.5,31.5,x,3,0.435,30.435,x,1,4,6
4,0.75,32.75,x,1,0.0,32.0,x,2,3,5
1,0.0,34.0,x,5,0.925,34.925,x,3,2,4
5,1.0,37.0,x,7,1.705,37.705,x,4,1,3
7,1.5,39.5,x,6,1.42,39.42,x,5,8,2
2,0.25,40.25,x,8,1.89,41.89,x,6,7,1
2,0.25,42.25,x,5,1.095,43.095,x,7,6,8
6,1.25,45.25,x,1,0.08,44.08,x,8,5,7
5,1.0,47.0,x,8,1.935,47.935,x,1,4,6
8,1.75,49.75,x,2,0.36,48.36,c,2,3,5
2,0.25,50.25,t1,1,-0.005,49.995,x,3,2,4
4,0.75,52.75,c,7,1.505,53.505,x,4,1,3
1,0.0,54.0,x,8,1.775,55.775,t1,5,8,2
3,0.5,56.5,x,8,1.7,57.7,x,6,7,1
7,1.5,59.5,c,4,0.815,58.815,x,7,6,8
1,0.0,60.0,x,5,1.07,61.07,t1,8,5,7
3,0.5,62.5,x,3,0.435,62.435,x,1,4,6
4,0.75,64.75,x,6,1.28,65.28,x,2,3,5
8,1.75,67.75,x,4,0.745,66.745,t2,3,2,4
2,0.25,68.25,x,3,0.65,68.65,t2,4,1,3
5,1.0,71.0,c,6,1.42,71.42,x,5,8,2
3,0.5,72.5,x,4,0.795,72.795,x,6,7,1
8,1.75,75.75,t2,5,1.095,75.095,x,7,6,8
4,0.75,76.75,x,2,0.36,76.36,x,8,5,7
4,0.75,78.75,t1,3,0.645,78.645,x,1,4,6
8,1.75,81.75,x,8,1.815,81.815,x,2,3,5
3,0.5,82.5,c,2,0.325,82.325,t1,3,2,4
1,0.0,84.0,t1,2,0.38,84.38,x,4,1,3
6,1.25,87.25,x,2,0.195,86.195,t2,5,8,2
1,0.0,88.0,t2,6,1.4,89.4,c,6,7,1
4,0.75,90.75,x,4,0.815,90.815,x,7,6,8
8,1.75,93.75,c,8,1.835,93.835,c,8,5,7
6,1.25,95.25,t2,6,1.2,95.2,t2,1,4,6
2,0.25,96.25,c,4,0.855,96.855,x,2,3,5
4,0.75,98.75,t2,5,0.925,98.925,x,3,2,4
5,1.0,101.0,x,1,0.18,100.18,t1,4,1,3
4,0.75,102.75,x,6,1.42,103.42,x,5,8,2
6,1.25,105.25,c,7,1.58,105.58,t1,6,7,1
2,0.25,106.25,x,7,1.43,107.43,c,7,6,8
6,1.25,109.25,x,3,0.56,108.56,x,8,5,7
3,0.5,110.5,x,7,1.6,111.6,x,1,4,6
6,1.25,113.25,x,5,1.185,113.185,t2,2,3,5
7,1.5,115.5,x,3,0.705,114.705,c,3,2,4
3,0.5,116.5,t2,4,0.89,116.89,c,4,1,3
2,0.25,118.25,t2,5,0.94,118.94,c,5,8,2
5,1.0,121.0,x,8,1.7,121.7,x,6,7,1
2,0.25,122.25,x,8,1.915,123.915,t2,7,6,8
7,1.5,125.5,t2,4,0.9,124.9,x,8,5,7
5,1.0,127.0,x,4,0.79,126.79,t1,1,4,6
