nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
8,1.75,1.75,x,5,1.13,1.13,t2,2,3,5
3,0.5,2.5,c,3,0.415,2.415,c,3,2,4
8,1.75,5.75,x,4,0.82,4.82,c,4,1,3
6,1.25,7.25,x,6,1.42,7.42,x,5,8,2
6,1.25,9.25,c,3,0.665,8.665,x,6,7,1
5,1.0,11.0,x,2,0.48,10.48,x,7,6,8
2,0.25,12.25,x,6,1.23,13.23,x,8,5,7
5,1.0,15.0,x,1,0.16,14.16,c,1,4,6
5,1.0,17.0,t2,3,0.735,16.735,t1,2,3,5
8,1.75,19.75,x,1,-0.005,17.995,x,3,2,4
3,0.5,20.5,t2,1,0.015,20.015,t1,4,1,3
3,0.5,22.5,x,2,0.195,22.195,t2,5,8,2
3,0.5,24.5,x,1,0.08,24.08,t2,6,7,1
1,0.0,26.0,x,2,0.235,26.235,x,7,6,8
7,1.5,29.5,t2,7,1.65,29.65,t2,8,5,7
2,0.25,30.25,x,6,1.2,31.2,t2,1,4,6
7,1.5,33.5,x,4,0.855,32.855,x,2,3,5
1,0.0,34.0,x,2,0.29,34.29,t1,3,2,4
1,0.0,36.0,t1,5,1.045,37.045,x,4,1,3
1,0.0,38.0,x,5,1.11,39.11,c,5,8,2
1,0.0,40.0,t2,7,1.58,41.58,t1,6,7,1
4,0.75,42.75,x,5,1.095,43.095,x,7,6,8
1,0.0,44.0,x,1,0.08,44.08,x,8,5,7
1,0.0,46.0,c,2,0.48,46.48,x,1,4,6
3,0.5,48.5,t1,6,1.295,49.295,x,2,3,5
2,0.25,50.25,t1,7,1.56,51.56,x,3,2,4
5,1.0,53.0,x,6,1.345,53.345,x,4,1,3
2,0.25,54.25,t2,7,1.38,55.38,x,5,8,2
5,1.0,57.0,x,3,0.675,56.675,x,6,7,1
1,0.0,58.0,x,2,0.235,58.235,x,7,6,8
6,1.25,61.25,x,4,0.9,60.9,x,8,5,7
4,0.75,62.75,t1,3,0.435,62.435,x,1,4,6
7,1.5,65.5,x,4,0.855,64.855,x,2,3,5
7,1.5,67.5,x,4,0.745,66.745,t2,3,2,4
4,0.75,68.75,c,7,1.705,69.705,x,4,1,3
8,1.75,71.75,t1,1,0.07,70.07,x,5,8,2
4,0.75,72.75,x,6,1.37,73.37,c,6,7,1
2,0.25,74.25,x,6,1.2,75.2,t1,7,6,8
5,1.0,77.0,t1,2,0.36,76.36,x,8,5,7
3,0.5,78.5,x,4,0.76,78.76,t1,1,4,6
7,1.5,81.5,x,8,1.815,81.815,x,2,3,5
7,1.5,83.5,x,8,1.85,83.85,x,3,2,4
6,1.25,85.25,x,3,0.685,84.685,t2,4,1,3
6,1.25,87.25,x,6,1.27,87.27,x,5,8,2
2,0.25,88.25,x,5,1.11,89.11,x,6,7,1
7,1.5,91.5,c,4,0.815,90.815,x,7,6,8
4,0.75,92.75,x,3,0.545,92.545,x,8,5,7
3,0.5,94.5,x,8,1.75,95.75,x,1,4,6
4,0.75,96.75,x,2,0.3,96.3,c,2,3,5
4,0.75,98.75,t2,1,0.08,98.08,x,3,2,4
8,1.75,101.75,x,7,1.705,101.705,x,4,1,3
3,0.5,102.5,x,8,1.89,103.89,t1,5,8,2
4,0.75,104.75,x,8,1.89,105.89,x,6,7,1
6,1.25,107.25,t1,8,1.785,107.785,t2,7,6,8
6,1.25,109.25,x,5,1.02,109.02,t1,8,5,7
2,0.25,110.25,x,5,1.105,111.105,x,1,4,6
2,0.25,112.25,c,4,0.91,112.91,x,2,3,5
5,1.0,115.0,x,1,-0.005,113.995,x,3,2,4
8,1.75,117.75,x,8,1.82,117.82,x,4,1,3
5,1.0,119.0,c,3,0.575,118.575,x,5,8,2
7,1.5,121.5,t1,5,1.11,121.11,x,6,7,1
8,1.75,123.75,t2,7,1.64,123.64,c,7,6,8
8,1.75,125.75,c,8,1.835,125.835,c,8,5,7
6,1.25,127.25,t2,7,1.41,127.41,x,1,4,6
