nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
7,1.5,1.5,x,6,1.28,1.28,x,2,3,5
6,1.25,3.25,x,8,1.845,3.8449999999999998,x,3,2,4
1,0.0,4.0,t1,1,0.18,4.18,t1,4,1,3
6,1.25,7.25,x,5,1.11,7.11,c,5,8,2
8,1.75,9.75,x,5,1.195,9.195,x,6,7,1
4,0.75,10.75,x,7,1.43,11.43,c,7,6,8
5,1.0,13.0,t1,7,1.4,13.4,t2,8,5,7
5,1.0,15.0,x,4,0.76,14.76,t1,1,4,6
1,0.0,16.0,x,4,0.91,16.91,x,2,3,5
1,0.0,18.0,x,8,1.85,19.85,x,3,2,4
3,0.5,20.5,t2,3,0.685,20.685,t2,4,1,3
8,1.75,23.75,t1,4,0.8,22.8,x,5,8,2
7,1.5,25.5,t1,8,1.7,25.7,x,6,7,1
8,1.75,27.75,t2,4,0.815,26.815,x,7,6,8
1,0.0,28.0,x,1,0.125,28.125,x,8,5,7
1,0.0,30.0,c,2,0.235,30.235,x,1,4,6
5,1.0,33.0,t2,3,0.53,32.53,t1,2,3,5
3,0.5,34.5,c,7,1.445,35.445,x,3,2,4
4,0.75,36.75,c,7,1.705,37.705,x,4,1,3
1,0.0,38.0,x,8,1.89,39.89,t1,5,8,2
5,1.0,41.0,x,7,1.58,41.58,t1,6,7,1
7,1.5,43.5,c,4,0.78,42.78,x,7,6,8
8,1.75,45.75,c,6,1.23,45.23,x,8,5,7
3,0.5,46.5,x,3,0.645,46.645,x,1,4,6
6,1.25,49.25,x,5,1.185,49.185,t2,2,3,5
5,1.0,51.0,x,1,-0.005,49.995,x,3,2,4
8,1.75,53.75,x,2,0.38,52.38,x,4,1,3
4,0.75,54.75,x,3,0.575,54.575,x,5,8,2
6,1.25,57.25,c,2,0.3,56.3,x,6,7,1
3,0.5,58.5,x,6,1.465,59.465,t1,7,6,8
2,0.25,60.25,x,8,1.835,61.835,c,8,5,7
4,0.75,62.75,t1,3,0.435,62.435,x,1,4,6
4,0.75,64.75,x,6,1.28,65.28,x,2,3,5
2,0.25,66.25,t1,5,0.925,66.925,x,3,2,4
2,0.25,68.25,x,4,0.82,68.82,c,4,1,3
3,0.5,70.5,x,6,1.42,71.42,x,5,8,2
8,1.75,73.75,x,5,1.195,73.195,x,6,7,1
6,1.25,75.25,t1,4,0.78,74.78,x,7,6,8
3,0.5,76.5,x,1,0.08,76.08,x,8,5,7
7,1.5,79.5,x,5,1.105,79.105,x,1,4,6
2,0.25,80.25,c,2,0.36,80.36,c,2,3,5
7,1.5,83.5,x,2,0.325,82.325,t1,3,2,4
8,1.75,85.75,x,7,1.505,85.505,x,4,1,3
5,1.0,87.0,c,1,-0.015,85.985,x,5,8,2
2,0.25,88.25,x,8,1.7,89.7,x,6,7,1
4,0.75,90.75,x,5,1.16,91.16,x,7,6,8
4,0.75,92.75,x,2,0.245,92.245,x,8,5,7
6,1.25,95.25,t2,7,1.41,95.41,x,1,4,6
3,0.5,96.5,t1,6,1.28,97.28,x,2,3,5
5,1.0,99.0,x,4,0.745,98.745,t2,3,2,4
2,0.25,100.25,x,7,1.705,101.705,x,4,1,3
6,1.25,103.25,x,1,0.07,102.07,x,5,8,2
2,0.25,104.25,x,1,0.1,104.1,t2,6,7,1
1,0.0,106.0,x,3,0.64,106.64,x,7,6,8
6,1.25,109.25,x,3,0.56,108.56,x,8,5,7
5,1.0,111.0,x,6,1.41,111.41,t2,1,4,6
8,1.75,113.75,x,8,1.815,113.815,x,2,3,5
4,0.75,114.75,t2,3,0.705,114.705,c,3,2,4
7,1.5,117.5,x,2,0.38,116.38,x,4,1,3
2,0.25,118.25,t2,2,0.195,118.195,t2,5,8,2
1,0.0,120.0,t2,6,1.4,121.4,c,6,7,1
3,0.5,122.5,x,8,1.915,123.915,t2,7,6,8
7,1.5,125.5,t2,5,1.07,125.07,t1,8,5,7
7,1.5,127.5,x,1,0.11,126.11,c,1,4,6
