nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
6,1.25,1.25,x,4,0.855,0.855,x,2,3,5
6,1.25,3.25,x,6,1.215,3.215,x,3,2,4
8,1.75,5.75,x,5,1.045,5.045,x,4,1,3
8,1.75,7.75,t1,6,1.42,7.42,x,5,8,2
4,0.75,8.75,x,8,1.89,9.89,x,6,7,1
8,1.75,11.75,t2,8,1.785,11.785,t2,7,6,8
8,1.75,13.75,c,6,1.23,13.23,x,8,5,7
6,1.25,15.25,t2,1,0.16,14.16,c,1,4,6
5,1.0,17.0,t2,2,0.36,16.36,c,2,3,5
1,0.0,18.0,x,6,1.28,19.28,x,3,2,4
8,1.75,21.75,x,1,0.015,20.015,t1,4,1,3
2,0.25,22.25,t2,1,-0.015,21.985,x,5,8,2
2,0.25,24.25,x,8,1.7,25.7,x,6,7,1
7,1.5,27.5,c,3,0.6,26.6,x,7,6,8
2,0.25,28.25,x,2,0.245,28.245,x,8,5,7
1,0.0,30.0,c,5,1.085,31.085,x,1,4,6
3,0.5,32.5,t1,3,0.53,32.53,t1,2,3,5
3,0.5,34.5,c,6,1.215,35.215,x,3,2,4
8,1.75,37.75,x,2,0.34,36.34,x,4,1,3
6,1.25,39.25,x,8,1.89,39.89,t1,5,8,2
6,1.25,41.25,c,4,0.795,40.795,x,6,7,1
1,0.0,42.0,x,3,0.64,42.64,x,7,6,8
2,0.25,44.25,x,5,1.02,45.02,t1,8,5,7
3,0.5,46.5,x,7,1.6,47.6,x,1,4,6
2,0.25,48.25,c,1,0.055,48.055,x,2,3,5
4,0.75,50.75,t2,7,1.56,51.56,x,3,2,4
5,1.0,53.0,x,7,1.505,53.505,x,4,1,3
7,1.5,55.5,x,3,0.575,54.575,x,5,8,2
1,0.0,56.0,t2,6,1.4,57.4,c,6,7,1
4,0.75,58.75,x,1,-0.075,57.925,x,7,6,8
3,0.5,60.5,x,2,0.245,60.245,x,8,5,7
2,0.25,62.25,x,5,1.085,63.085,x,1,4,6
1,0.0,64.0,x,1,0.0,64.0,x,2,3,5
1,0.0,66.0,x,3,0.415,66.415,c,3,2,4
4,0.75,68.75,c,4,0.82,68.82,c,4,1,3
7,1.5,71.5,x,5,1.11,71.11,c,5,8,2
4,0.75,72.75,x,8,1.89,73.89,x,6,7,1
1,0.0,74.0,x,3,0.64,74.64,x,7,6,8
7,1.5,77.5,t2,7,1.4,77.4,t2,8,5,7
4,0.75,78.75,t1,5,1.105,79.105,x,1,4,6
7,1.5,81.5,x,8,1.815,81.815,x,2,3,5
2,0.25,82.25,t1,4,0.89,82.89,t2,3,2,4
1,0.0,84.0,t1,3,0.685,84.685,t2,4,1,3
5,1.0,87.0,c,2,0.195,86.195,t2,5,8,2
5,1.0,89.0,x,1,0.08,88.08,t2,6,7,1
5,1.0,91.0,x,2,0.235,90.235,x,7,6,8
6,1.25,93.25,x,2,0.245,92.245,x,8,5,7
3,0.5,94.5,x,6,1.2,95.2,t2,1,4,6
4,0.75,96.75,x,5,1.13,97.13,t2,2,3,5
5,1.0,99.0,x,2,0.29,98.29,t1,3,2,4
2,0.25,100.25,x,5,1.045,101.045,x,4,1,3
7,1.5,103.5,x,1,0.07,102.07,x,5,8,2
7,1.5,105.5,t1,3,0.665,104.665,x,6,7,1
6,1.25,107.25,t1,7,1.43,107.43,c,7,6,8
4,0.75,108.75,x,4,0.7,108.7,x,8,5,7
3,0.5,110.5,x,4,0.76,110.76,t1,1,4,6
6,1.25,113.25,x,4,0.91,112.91,x,2,3,5
8,1.75,115.75,x,8,1.85,115.85,x,3,2,4
3,0.5,116.5,t2,7,1.505,117.505,x,4,1,3
7,1.5,119.5,x,4,0.8,118.8,x,5,8,2
8,1.75,121.75,x,7,1.545,121.545,t1,6,7,1
5,1.0,123.0,x,6,1.465,123.465,t1,7,6,8
5,1.0,125.0,t1,8,1.835,125.835,c,8,5,7
3,0.5,126.5,x,7,1.41,127.41,x,1,4,6
