nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
5,1.0,1.0,t2,7,1.56,1.56,x,2,3,5
6,1.25,3.25,x,1,0.08,2.08,x,3,2,4
1,0.0,4.0,t1,8,1.9,5.9,x,4,1,3
3,0.5,6.5,x,4,0.975,6.975,x,5,8,2
3,0.5,8.5,x,6,1.37,9.370000000000001,c,6,7,1
7,1.5,11.5,c,4,0.78,10.78,x,7,6,8
4,0.75,12.75,x,5,1.02,13.02,t1,8,5,7
2,0.25,14.25,x,7,1.6,15.6,x,1,4,6
1,0.0,16.0,x,5,1.185,17.185,t2,2,3,5
5,1.0,19.0,x,5,1.16,19.16,x,3,2,4
3,0.5,20.5,t2,3,0.685,20.685,t2,4,1,3
3,0.5,22.5,x,6,1.27,23.27,x,5,8,2
8,1.75,25.75,x,2,0.3,24.3,x,6,7,1
4,0.75,26.75,x,2,0.235,26.235,x,7,6,8
4,0.75,28.75,x,7,1.65,29.65,t2,8,5,7
4,0.75,30.75,t1,3,0.435,30.435,x,1,4,6
3,0.5,32.5,t1,3,0.53,32.53,t1,2,3,5
2,0.25,34.25,t1,8,1.845,35.845,x,3,2,4
5,1.0,37.0,x,2,0.34,36.34,x,4,1,3
1,0.0,38.0,x,1,0.07,38.07,x,5,8,2
5,1.0,41.0,x,7,1.58,41.58,t1,6,7,1
8,1.75,43.75,t2,1,0.11,42.11,x,7,6,8
6,1.25,45.25,x,4,0.7,44.7,x,8,5,7
6,1.25,47.25,t2,4,0.76,46.76,t1,1,4,6
6,1.25,49.25,x,4,0.91,48.91,x,2,3,5
1,0.0,50.0,x,1,-0.005,49.995,x,3,2,4
8,1.75,53.75,x,7,1.505,53.505,x,4,1,3
5,1.0,55.0,c,5,0.94,54.94,c,5,8,2
6,1.25,57.25,c,1,0.08,56.08,t2,6,7,1
2,0.25,58.25,x,4,0.815,58.815,x,7,6,8
4,0.75,60.75,x,2,0.245,60.245,x,8,5,7
1,0.0,62.0,c,7,1.41,63.41,x,1,4,6
6,1.25,65.25,x,2,0.3,64.3,c,2,3,5
1,0.0,66.0,x,3,0.415,66.415,c,3,2,4
7,1.5,69.5,x,1,0.18,68.18,t1,4,1,3
4,0.75,70.75,x,3,0.685,70.685,x,5,8,2
1,0.0,72.0,t2,8,1.89,73.89,x,6,7,1
6,1.25,75.25,t1,6,1.2,75.2,t1,7,6,8
8,1.75,77.75,c,8,1.775,77.775,c,8,5,7
8,1.75,79.75,x,1,0.16,78.16,c,1,4,6
2,0.25,80.25,c,7,1.515,81.515,x,2,3,5
4,0.75,82.75,t2,2,0.325,82.325,t1,3,2,4
4,0.75,84.75,c,5,1.215,85.215,x,4,1,3
2,0.25,86.25,t2,1,-0.015,85.985,x,5,8,2
7,1.5,89.5,t1,3,0.675,88.675,x,6,7,1
1,0.0,90.0,x,3,0.6,90.6,x,7,6,8
5,1.0,93.0,t1,6,1.355,93.355,x,8,5,7
2,0.25,94.25,x,6,1.2,95.2,t2,1,4,6
7,1.5,97.5,x,6,1.28,97.28,x,2,3,5
7,1.5,99.5,x,6,1.215,99.215,x,3,2,4
7,1.5,101.5,x,5,1.045,101.045,x,4,1,3
8,1.75,103.75,t1,8,1.89,103.89,t1,5,8,2
8,1.75,105.75,x,5,1.195,105.195,x,6,7,1
2,0.25,106.25,x,8,1.785,107.785,t2,7,6,8
7,1.5,109.5,t2,6,1.23,109.23,x,8,5,7
2,0.25,110.25,x,5,1.105,111.105,x,1,4,6
8,1.75,113.75,x,8,1.815,113.815,x,2,3,5
3,0.5,114.5,c,4,0.89,114.89,t2,3,2,4
7,1.5,117.5,x,4,0.89,116.89,c,4,1,3
6,1.25,119.25,x,2,0.195,118.195,t2,5,8,2
5,1.0,121.0,x,8,1.7,121.7,x,6,7,1
3,0.5,122.5,x,7,1.64,123.64,c,7,6,8
3,0.5,124.5,x,2,0.245,124.245,x,8,5,7
5,1.0,127.0,x,3,0.435,126.435,x,1,4,6
