nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
1,0.0,0.0,x,3,0.53,0.53,t1,2,3,5
1,0.0,2.0,x,2,0.29,2.29,t1,3,2,4
7,1.5,5.5,x,3,0.65,4.65,t2,4,1,3
8,1.75,7.75,t1,8,1.89,7.89,t1,5,8,2
7,1.5,9.5,t1,8,1.89,9.89,x,6,7,1
4,0.75,10.75,x,3,0.64,10.64,x,7,6,8
7,1.5,13.5,t2,5,1.02,13.02,t1,8,5,7
3,0.5,14.5,x,2,0.48,14.48,x,1,4,6
1,0.0,16.0,x,2,0.36,16.36,c,2,3,5
5,1.0,19.0,x,1,-0.005,17.995,x,3,2,4
3,0.5,20.5,t2,4,0.89,20.89,c,4,1,3
7,1.5,23.5,x,3,0.575,22.575,x,5,8,2
6,1.25,25.25,c,1,0.08,24.08,t2,6,7,1
1,0.0,26.0,x,5,1.16,27.16,x,7,6,8
5,1.0,29.0,t1,1,0.125,28.125,x,8,5,7
6,1.25,31.25,t2,2,0.235,30.235,x,1,4,6
3,0.5,32.5,t1,5,1.13,33.13,t2,2,3,5
2,0.25,34.25,t1,5,0.925,34.925,x,3,2,4
4,0.75,36.75,c,6,1.425,37.425,x,4,1,3
2,0.25,38.25,t2,7,1.705,39.705,x,5,8,2
3,0.5,40.5,x,7,1.58,41.58,t1,6,7,1
6,1.25,43.25,t1,8,1.785,43.785,t2,7,6,8
4,0.75,44.75,x,2,0.36,44.36,x,8,5,7
5,1.0,47.0,x,4,0.76,46.76,t1,1,4,6
6,1.25,49.25,x,6,1.295,49.295,x,2,3,5
4,0.75,50.75,t2,3,0.705,50.705,c,3,2,4
8,1.75,53.75,x,5,1.215,53.215,x,4,1,3
7,1.5,55.5,x,6,1.27,55.27,x,5,8,2
1,0.0,56.0,t2,3,0.675,56.675,x,6,7,1
1,0.0,58.0,x,4,0.815,58.815,x,7,6,8
6,1.25,61.25,x,6,1.355,61.355,x,8,5,7
2,0.25,62.25,x,8,1.75,63.75,x,1,4,6
5,1.0,65.0,t2,1,0.0,64.0,x,2,3,5
3,0.5,66.5,c,5,0.925,66.925,x,3,2,4
2,0.25,68.25,x,7,1.705,69.705,x,4,1,3
3,0.5,70.5,x,5,1.11,71.11,c,5,8,2
8,1.75,73.75,x,3,0.665,72.665,x,6,7,1
3,0.5,74.5,x,2,0.48,74.48,x,7,6,8
4,0.75,76.75,x,2,0.36,76.36,x,8,5,7
1,0.0,78.0,c,1,0.16,78.16,c,1,4,6
2,0.25,80.25,c,7,1.515,81.515,x,2,3,5
6,1.25,83.25,x,5,1.16,83.16,x,3,2,4
2,0.25,84.25,x,1,0.015,84.015,t1,4,1,3
7,1.5,87.5,x,2,0.195,86.195,t2,5,8,2
4,0.75,88.75,x,4,1.01,89.01,x,6,7,1
3,0.5,90.5,x,4,0.815,90.815,x,7,6,8
4,0.75,92.75,x,7,1.65,93.65,t2,8,5,7
5,1.0,95.0,x,7,1.41,95.41,x,1,4,6
7,1.5,97.5,x,8,1.855,97.855,x,2,3,5
8,1.75,99.75,x,1,0.08,98.08,x,3,2,4
1,0.0,100.0,t1,8,1.9,101.9,x,4,1,3
6,1.25,103.25,x,6,1.42,103.42,x,5,8,2
8,1.75,105.75,x,6,1.37,105.37,c,6,7,1
7,1.5,107.5,c,6,1.2,107.2,t1,7,6,8
8,1.75,109.75,c,8,1.775,109.775,c,8,5,7
5,1.0,111.0,x,6,1.41,111.41,t2,1,4,6
8,1.75,113.75,x,4,0.91,112.91,x,2,3,5
6,1.25,115.25,x,4,0.89,114.89,t2,3,2,4
5,1.0,117.0,x,8,1.82,117.82,x,4,1,3
5,1.0,119.0,c,1,-0.015,117.985,x,5,8,2
2,0.25,120.25,x,4,1.01,121.01,x,6,7,1
8,1.75,123.75,t2,7,1.64,123.64,c,7,6,8
2,0.25,124.25,x,3,0.545,124.545,x,8,5,7
4,0.75,126.75,t1,7,1.41,127.41,x,1,4,6
