nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
5,1.0,1.0,t2,3,0.53,0.53,t1,2,3,5
3,0.5,2.5,c,8,1.845,3.8449999999999998,x,3,2,4
8,1.75,5.75,x,5,1.045,5.045,x,4,1,3
2,0.25,6.25,t2,6,1.42,7.42,x,5,8,2
4,0.75,8.75,x,5,1.195,9.195,x,6,7,1
6,1.25,11.25,t1,4,0.78,10.78,x,7,6,8
2,0.25,12.25,x,4,0.7,12.7,x,8,5,7
8,1.75,15.75,x,1,0.16,14.16,c,1,4,6
7,1.5,17.5,x,7,1.515,17.515,x,2,3,5
4,0.75,18.75,t2,5,1.16,19.16,x,3,2,4
5,1.0,21.0,x,7,1.505,21.505,x,4,1,3
5,1.0,23.0,c,4,0.8,22.8,x,5,8,2
1,0.0,24.0,t2,5,1.11,25.11,x,6,7,1
2,0.25,26.25,x,7,1.64,27.64,c,7,6,8
6,1.25,29.25,x,3,0.545,28.545,x,8,5,7
8,1.75,31.75,x,6,1.2,31.2,t2,1,4,6
7,1.5,33.5,x,4,0.855,32.855,x,2,3,5
5,1.0,35.0,x,3,0.415,34.415,c,3,2,4
5,1.0,37.0,x,8,1.9,37.9,x,4,1,3
7,1.5,39.5,x,6,1.42,39.42,x,5,8,2
3,0.5,40.5,x,1,0.1,40.1,t2,6,7,1
1,0.0,42.0,x,3,0.64,42.64,x,7,6,8
6,1.25,45.25,x,7,1.4,45.4,t2,8,5,7
6,1.25,47.25,t2,7,1.6,47.6,x,1,4,6
4,0.75,48.75,x,5,1.185,49.185,t2,2,3,5
8,1.75,51.75,x,6,1.28,51.28,x,3,2,4
7,1.5,53.5,x,3,0.685,52.685,t2,4,1,3
6,1.25,55.25,x,1,-0.015,53.985,x,5,8,2
6,1.25,57.25,c,5,1.11,57.11,x,6,7,1
3,0.5,58.5,x,1,-0.075,57.925,x,7,6,8
1,0.0,60.0,x,6,1.355,61.355,x,8,5,7
1,0.0,62.0,c,2,0.235,62.235,x,1,4,6
2,0.25,64.25,c,1,0.0,64.0,x,2,3,5
5,1.0,67.0,x,8,1.845,67.845,x,3,2,4
4,0.75,68.75,c,1,0.18,68.18,t1,4,1,3
3,0.5,70.5,x,7,1.705,71.705,x,5,8,2
8,1.75,73.75,x,3,0.665,72.665,x,6,7,1
7,1.5,75.5,c,2,0.48,74.48,x,7,6,8
7,1.5,77.5,t2,2,0.36,76.36,x,8,5,7
7,1.5,79.5,x,2,0.48,78.48,x,1,4,6
3,0.5,80.5,t1,7,1.515,81.515,x,2,3,5
2,0.25,82.25,t1,2,0.325,82.325,t1,3,2,4
3,0.5,84.5,t2,2,0.38,84.38,x,4,1,3
8,1.75,87.75,t1,8,1.775,87.775,t1,5,8,2
7,1.5,89.5,t1,7,1.545,89.545,t1,6,7,1
1,0.0,90.0,x,4,0.815,90.815,x,7,6,8
5,1.0,93.0,t1,5,1.07,93.07,t1,8,5,7
2,0.25,94.25,x,8,1.75,95.75,x,1,4,6
6,1.25,97.25,x,2,0.3,96.3,c,2,3,5
1,0.0,98.0,x,1,0.08,98.08,x,3,2,4
1,0.0,100.0,t1,8,1.9,101.9,x,4,1,3
6,1.25,103.25,x,5,1.11,103.11,c,5,8,2
2,0.25,104.25,x,6,1.37,105.37,c,6,7,1
8,1.75,107.75,t2,8,1.785,107.785,t2,7,6,8
8,1.75,109.75,c,1,0.08,108.08,x,8,5,7
4,0.75,110.75,t1,4,0.76,110.76,t1,1,4,6
4,0.75,112.75,x,6,1.295,113.295,x,2,3,5
1,0.0,114.0,x,4,0.89,114.89,t2,3,2,4
2,0.25,116.25,x,4,0.89,116.89,c,4,1,3
4,0.75,118.75,x,2,0.195,118.195,t2,5,8,2
5,1.0,121.0,x,3,0.675,120.675,x,6,7,1
4,0.75,122.75,x,6,1.465,123.465,t1,7,6,8
3,0.5,124.5,x,8,1.835,125.835,c,8,5,7
3,0.5,126.5,x,3,0.435,126.435,x,1,4,6
