nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
1,0.0,0.0,x,4,0.855,0.855,x,2,3,5
4,0.75,2.75,t2,4,0.745,2.745,t2,3,2,4
5,1.0,5.0,x,1,0.18,4.18,t1,4,1,3
8,1.75,7.75,t1,5,1.11,7.11,c,5,8,2
8,1.75,9.75,x,3,0.665,8.665,x,6,7,1
1,0.0,10.0,x,6,1.2,11.2,t1,7,6,8
4,0.75,12.75,x,5,1.02,13.02,t1,8,5,7
3,0.5,14.5,x,6,1.41,15.41,t2,1,4,6
8,1.75,17.75,x,6,1.295,17.295,x,2,3,5
5,1.0,19.0,x,1,-0.005,17.995,x,3,2,4
6,1.25,21.25,x,2,0.38,20.38,x,4,1,3
7,1.5,23.5,x,4,0.8,22.8,x,5,8,2
2,0.25,24.25,x,7,1.545,25.545,t1,6,7,1
3,0.5,26.5,x,2,0.235,26.235,x,7,6,8
4,0.75,28.75,x,6,1.355,29.355,x,8,5,7
4,0.75,30.75,t1,4,0.79,30.79,t1,1,4,6
5,1.0,33.0,t2,2,0.3,32.3,c,2,3,5
6,1.25,35.25,x,6,1.215,35.215,x,3,2,4
1,0.0,36.0,t1,2,0.34,36.34,x,4,1,3
7,1.5,39.5,x,7,1.705,39.705,x,5,8,2
3,0.5,40.5,x,1,0.1,40.1,t2,6,7,1
1,0.0,42.0,x,1,0.11,42.11,x,7,6,8
7,1.5,45.5,t2,3,0.56,44.56,x,8,5,7
7,1.5,47.5,x,8,1.935,47.935,x,1,4,6
4,0.75,48.75,x,1,0.055,48.055,x,2,3,5
6,1.25,51.25,x,2,0.325,50.325,t1,3,2,4
2,0.25,52.25,x,5,1.215,53.215,x,4,1,3
1,0.0,54.0,x,6,1.27,55.27,x,5,8,2
6,1.25,57.25,c,5,1.11,57.11,x,6,7,1
7,1.5,59.5,c,8,1.915,59.915,t2,7,6,8
8,1.75,61.75,c,7,1.65,61.65,t2,8,5,7
5,1.0,63.0,x,1,0.11,62.11,c,1,4,6
2,0.25,64.25,c,1,0.0,64.0,x,2,3,5
2,0.25,66.25,t1,1,0.08,66.08,x,3,2,4
2,0.25,68.25,x,5,1.045,69.045,x,4,1,3
2,0.25,70.25,t2,6,1.42,71.42,x,5,8,2
7,1.5,73.5,t1,6,1.37,73.37,c,6,7,1
8,1.75,75.75,t2,7,1.43,75.43,c,7,6,8
4,0.75,76.75,x,3,0.56,76.56,x,8,5,7
3,0.5,78.5,x,8,1.935,79.935,x,1,4,6
1,0.0,80.0,x,3,0.735,80.735,t1,2,3,5
3,0.5,82.5,c,7,1.56,83.56,x,3,2,4
4,0.75,84.75,c,7,1.505,85.505,x,4,1,3
6,1.25,87.25,x,7,1.38,87.38,x,5,8,2
1,0.0,88.0,t2,2,0.3,88.3,x,6,7,1
5,1.0,91.0,x,4,0.815,90.815,x,7,6,8
5,1.0,93.0,t1,4,0.9,92.9,x,8,5,7
8,1.75,95.75,x,8,1.75,95.75,x,1,4,6
3,0.5,96.5,t1,5,1.13,97.13,t2,2,3,5
7,1.5,99.5,x,3,0.415,98.415,c,3,2,4
7,1.5,101.5,x,4,0.82,100.82,c,4,1,3
6,1.25,103.25,x,8,1.89,103.89,t1,5,8,2
2,0.25,104.25,x,5,1.195,105.195,x,6,7,1
6,1.25,107.25,t1,4,0.78,106.78,x,7,6,8
4,0.75,108.75,x,8,1.775,109.775,c,8,5,7
1,0.0,110.0,c,8,1.935,111.935,x,1,4,6
8,1.75,113.75,x,7,1.515,113.515,x,2,3,5
8,1.75,115.75,x,5,1.16,115.16,x,3,2,4
3,0.5,116.5,t2,3,0.685,116.685,t2,4,1,3
5,1.0,119.0,c,2,0.195,118.195,t2,5,8,2
5,1.0,121.0,x,2,0.3,120.3,x,6,7,1
2,0.25,122.25,x,3,0.6,122.6,x,7,6,8
3,0.5,124.5,x,3,0.545,124.545,x,8,5,7
6,1.25,127.25,t2,8,1.75,127.75,x,1,4,6
