nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
5,1.0,1.0,t2,6,1.28,1.28,x,2,3,5
8,1.75,3.75,x,1,0.08,2.08,x,3,2,4
1,0.0,4.0,t1,7,1.705,5.705,x,4,1,3
2,0.25,6.25,t2,8,1.89,7.89,t1,5,8,2
1,0.0,8.0,t2,2,0.45,8.45,x,6,7,1
7,1.5,11.5,c,2,0.48,10.48,x,7,6,8
6,1.25,13.25,x,3,0.56,12.56,x,8,5,7
3,0.5,14.5,x,1,0.16,14.16,c,1,4,6
4,0.75,16.75,x,6,1.295,17.295,x,2,3,5
4,0.75,18.75,t2,8,1.85,19.85,x,3,2,4
8,1.75,21.75,x,4,0.89,20.89,c,4,1,3
6,1.25,23.25,x,3,0.575,22.575,x,5,8,2
3,0.5,24.5,x,7,1.545,25.545,t1,6,7,1
3,0.5,26.5,x,1,-0.075,25.925,x,7,6,8
5,1.0,29.0,t1,4,0.9,28.9,x,8,5,7
4,0.75,30.75,t1,5,1.085,31.085,x,1,4,6
2,0.25,32.25,c,3,0.53,32.53,t1,2,3,5
8,1.75,35.75,x,1,0.08,34.08,x,3,2,4
7,1.5,37.5,x,1,0.18,36.18,t1,4,1,3
5,1.0,39.0,c,3,0.685,38.685,x,5,8,2
6,1.25,41.25,c,4,0.795,40.795,x,6,7,1
4,0.75,42.75,x,7,1.43,43.43,c,7,6,8
6,1.25,45.25,x,5,1.02,45.02,t1,8,5,7
7,1.5,47.5,x,2,0.48,46.48,x,1,4,6
1,0.0,48.0,x,2,0.36,48.36,c,2,3,5
1,0.0,50.0,x,2,0.325,50.325,t1,3,2,4
4,0.75,52.75,c,6,1.345,53.345,x,4,1,3
3,0.5,54.5,x,7,1.38,55.38,x,5,8,2
7,1.5,57.5,t1,6,1.4,57.4,c,6,7,1
2,0.25,58.25,x,1,-0.075,57.925,x,7,6,8
2,0.25,60.25,x,2,0.245,60.245,x,8,5,7
5,1.0,63.0,x,5,1.085,63.085,x,1,4,6
3,0.5,64.5,t1,4,0.855,64.855,x,2,3,5
2,0.25,66.25,t1,8,1.845,67.845,x,3,2,4
7,1.5,69.5,x,6,1.425,69.425,x,4,1,3
8,1.75,71.75,t1,7,1.705,71.705,x,5,8,2
4,0.75,72.75,x,8,1.89,73.89,x,6,7,1
1,0.0,74.0,x,1,0.11,74.11,x,7,6,8
2,0.25,76.25,x,3,0.56,76.56,x,8,5,7
6,1.25,79.25,t2,4,0.76,78.76,t1,1,4,6
8,1.75,81.75,x,5,1.185,81.185,t2,2,3,5
1,0.0,82.0,x,4,0.89,82.89,t2,3,2,4
6,1.25,85.25,x,5,1.215,85.215,x,4,1,3
1,0.0,86.0,x,5,0.94,86.94,c,5,8,2
4,0.75,88.75,x,8,1.7,89.7,x,6,7,1
6,1.25,91.25,t1,8,1.915,91.915,t2,7,6,8
7,1.5,93.5,t2,7,1.65,93.65,t2,8,5,7
3,0.5,94.5,x,5,1.085,95.085,x,1,4,6
8,1.75,97.75,x,6,1.28,97.28,x,2,3,5
6,1.25,99.25,x,7,1.445,99.445,x,3,2,4
5,1.0,101.0,x,2,0.34,100.34,x,4,1,3
4,0.75,102.75,x,2,0.415,102.415,t2,5,8,2
5,1.0,105.0,x,1,0.1,104.1,t2,6,7,1
2,0.25,106.25,x,3,0.64,106.64,x,7,6,8
8,1.75,109.75,c,8,1.775,109.775,c,8,5,7
1,0.0,110.0,c,5,1.105,111.105,x,1,4,6
7,1.5,113.5,x,4,0.91,112.91,x,2,3,5
3,0.5,114.5,c,3,0.705,114.705,c,3,2,4
3,0.5,116.5,t2,3,0.685,116.685,t2,4,1,3
7,1.5,119.5,x,7,1.38,119.38,x,5,8,2
5,1.0,121.0,x,8,1.7,121.7,x,6,7,1
8,1.75,123.75,t2,6,1.465,123.465,t1,7,6,8
2,0.25,124.25,x,4,0.9,124.9,x,8,5,7
5,1.0,127.0,x,6,1.2,127.2,t2,1,4,6
