nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
6,1.25,1.25,x,5,1.13,1.13,t2,2,3,5
8,1.75,3.75,x,6,1.215,3.215,x,3,2,4
2,0.25,4.25,x,3,0.65,4.65,t2,4,1,3
1,0.0,6.0,x,2,0.415,6.415,t2,5,8,2
7,1.5,9.5,t1,7,1.58,9.58,t1,6,7,1
1,0.0,10.0,x,7,1.43,11.43,c,7,6,8
8,1.75,13.75,c,4,0.7,12.7,x,8,5,7
5,1.0,15.0,x,6,1.41,15.41,t2,1,4,6
7,1.5,17.5,x,4,0.91,16.91,x,2,3,5
6,1.25,19.25,x,4,0.89,18.89,t2,3,2,4
4,0.75,20.75,c,2,0.38,20.38,x,4,1,3
7,1.5,23.5,x,8,1.775,23.775,t1,5,8,2
8,1.75,25.75,x,1,0.08,24.08,t2,6,7,1
8,1.75,27.75,t2,4,0.815,26.815,x,7,6,8
6,1.25,29.25,x,6,1.355,29.355,x,8,5,7
3,0.5,30.5,x,2,0.235,30.235,x,1,4,6
3,0.5,32.5,t1,7,1.56,33.56,x,2,3,5
2,0.25,34.25,t1,1,0.08,34.08,x,3,2,4
5,1.0,37.0,x,7,1.705,37.705,x,4,1,3
2,0.25,38.25,t2,5,1.11,39.11,c,5,8,2
6,1.25,41.25,c,3,0.665,40.665,x,6,7,1
1,0.0,42.0,x,8,1.785,43.785,t2,7,6,8
5,1.0,45.0,t1,3,0.56,44.56,x,8,5,7
4,0.75,46.75,t1,5,1.105,47.105,x,1,4,6
8,1.75,49.75,x,7,1.515,49.515,x,2,3,5
4,0.75,50.75,t2,1,-0.005,49.995,x,3,2,4
7,1.5,53.5,x,2,0.38,52.38,x,4,1,3
6,1.25,55.25,x,4,0.8,54.8,x,5,8,2
3,0.5,56.5,x,6,1.4,57.4,c,6,7,1
2,0.25,58.25,x,1,-0.075,57.925,x,7,6,8
4,0.75,60.75,x,8,1.835,61.835,c,8,5,7
5,1.0,63.0,x,4,0.79,62.79,t1,1,4,6
6,1.25,65.25,x,4,0.855,64.855,x,2,3,5
8,1.75,67.75,x,6,1.215,67.215,x,3,2,4
1,0.0,68.0,t1,8,1.9,69.9,x,4,1,3
5,1.0,71.0,c,7,1.705,71.705,x,5,8,2
3,0.5,72.5,x,5,1.195,73.195,x,6,7,1
7,1.5,75.5,c,5,1.095,75.095,x,7,6,8
4,0.75,76.75,x,2,0.36,76.36,x,8,5,7
1,0.0,78.0,c,3,0.645,78.645,x,1,4,6
5,1.0,81.0,t2,2,0.36,80.36,c,2,3,5
5,1.0,83.0,x,2,0.325,82.325,t1,3,2,4
7,1.5,85.5,x,5,1.215,85.215,x,4,1,3
1,0.0,86.0,x,6,1.27,87.27,x,5,8,2
1,0.0,88.0,t2,8,1.7,89.7,x,6,7,1
6,1.25,91.25,t1,1,-0.075,89.925,x,7,6,8
7,1.5,93.5,t2,1,0.125,92.125,x,8,5,7
2,0.25,94.25,x,8,1.75,95.75,x,1,4,6
4,0.75,96.75,x,6,1.28,97.28,x,2,3,5
7,1.5,99.5,x,3,0.415,98.415,c,3,2,4
3,0.5,100.5,t2,4,0.82,100.82,c,4,1,3
8,1.75,103.75,t1,3,0.685,102.685,x,5,8,2
4,0.75,104.75,x,8,1.89,105.89,x,6,7,1
4,0.75,106.75,x,2,0.48,106.48,x,7,6,8
3,0.5,108.5,x,5,1.02,109.02,t1,8,5,7
2,0.25,110.25,x,5,1.105,111.105,x,1,4,6
2,0.25,112.25,c,3,0.735,112.735,t1,2,3,5
3,0.5,114.5,c,7,1.56,115.56,x,3,2,4
5,1.0,117.0,x,1,0.015,116.015,t1,4,1,3
3,0.5,118.5,x,3,0.575,118.575,x,5,8,2
8,1.75,121.75,x,8,1.7,121.7,x,6,7,1
2,0.25,122.25,x,6,1.465,123.465,t1,7,6,8
1,0.0,124.0,x,7,1.65,125.65,t2,8,5,7
6,1.25,127.25,t2,1,0.11,126.11,c,1,4,6
