nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
8,1.75,1.75,x,4,0.855,0.855,x,2,3,5
6,1.25,3.25,x,7,1.445,3.4450000000000003,x,3,2,4
8,1.75,5.75,x,6,1.425,5.425,x,4,1,3
5,1.0,7.0,c,8,1.89,7.89,t1,5,8,2
7,1.5,9.5,t1,7,1.58,9.58,t1,6,7,1
4,0.75,10.75,x,4,0.78,10.78,x,7,6,8
1,0.0,12.0,x,1,0.08,12.08,x,8,5,7
2,0.25,14.25,x,6,1.41,15.41,t2,1,4,6
5,1.0,17.0,t2,3,0.735,16.735,t1,2,3,5
6,1.25,19.25,x,2,0.325,18.325,t1,3,2,4
7,1.5,21.5,x,3,0.685,20.685,t2,4,1,3
8,1.75,23.75,t1,3,0.575,22.575,x,5,8,2
8,1.75,25.75,x,5,1.11,25.11,x,6,7,1
7,1.5,27.5,c,4,0.815,26.815,x,7,6,8
1,0.0,28.0,x,3,0.545,28.545,x,8,5,7
5,1.0,31.0,x,5,1.085,31.085,x,1,4,6
7,1.5,33.5,x,1,0.0,32.0,x,2,3,5
6,1.25,35.25,x,3,0.415,34.415,c,3,2,4
1,0.0,36.0,t1,4,0.82,36.82,c,4,1,3
4,0.75,38.75,x,6,1.42,39.42,x,5,8,2
6,1.25,41.25,c,2,0.45,40.45,x,6,7,1
1,0.0,42.0,x,6,1.2,43.2,t1,7,6,8
5,1.0,45.0,t1,3,0.56,44.56,x,8,5,7
6,1.25,47.25,t2,1,0.16,46.16,c,1,4,6
4,0.75,48.75,x,2,0.36,48.36,c,2,3,5
4,0.75,50.75,t2,4,0.89,50.89,t2,3,2,4
7,1.5,53.5,x,5,1.215,53.215,x,4,1,3
2,0.25,54.25,t2,1,-0.015,53.985,x,5,8,2
2,0.25,56.25,x,8,1.7,57.7,x,6,7,1
6,1.25,59.25,t1,2,0.235,58.235,x,7,6,8
6,1.25,61.25,x,7,1.65,61.65,t2,8,5,7
4,0.75,62.75,t1,8,1.75,63.75,x,1,4,6
3,0.5,64.5,t1,7,1.56,65.56,x,2,3,5
7,1.5,67.5,x,6,1.215,67.215,x,3,2,4
2,0.25,68.25,x,5,1.045,69.045,x,4,1,3
7,1.5,71.5,x,2,0.415,70.415,t2,5,8,2
3,0.5,72.5,x,6,1.37,73.37,c,6,7,1
3,0.5,74.5,x,3,0.64,74.64,x,7,6,8
4,0.75,76.75,x,2,0.36,76.36,x,8,5,7
5,1.0,79.0,x,4,0.76,78.76,t1,1,4,6
4,0.75,80.75,x,4,0.91,80.91,x,2,3,5
2,0.25,82.25,t1,1,-0.005,81.995,x,3,2,4
3,0.5,84.5,t2,7,1.505,85.505,x,4,1,3
6,1.25,87.25,x,5,0.94,86.94,c,5,8,2
5,1.0,89.0,x,8,1.7,89.7,x,6,7,1
1,0.0,90.0,x,8,1.915,91.915,t2,7,6,8
8,1.75,93.75,c,2,0.245,92.245,x,8,5,7
1,0.0,94.0,c,7,1.41,95.41,x,1,4,6
2,0.25,96.25,c,4,0.855,96.855,x,2,3,5
8,1.75,99.75,x,1,0.08,98.08,x,3,2,4
2,0.25,100.25,x,8,1.9,101.9,x,4,1,3
1,0.0,102.0,x,6,1.42,103.42,x,5,8,2
1,0.0,104.0,t2,1,0.1,104.1,t2,6,7,1
8,1.75,107.75,t2,3,0.64,106.64,x,7,6,8
2,0.25,108.25,x,8,1.775,109.775,c,8,5,7
5,1.0,111.0,x,7,1.6,111.6,x,1,4,6
8,1.75,113.75,x,5,1.185,113.185,t2,2,3,5
3,0.5,114.5,c,5,1.16,115.16,x,3,2,4
4,0.75,116.75,c,1,0.015,116.015,t1,4,1,3
3,0.5,118.5,x,6,1.27,119.27,x,5,8,2
3,0.5,120.5,x,2,0.3,120.3,x,6,7,1
3,0.5,122.5,x,7,1.64,123.64,c,7,6,8
7,1.5,125.5,t2,5,1.07,125.07,t1,8,5,7
5,1.0,127.0,x,8,1.75,127.75,x,1,4,6
