nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
6,1.25,1.25,x,5,1.13,1.13,t2,2,3,5
2,0.25,2.25,t1,8,1.845,3.8449999999999998,x,3,2,4
4,0.75,4.75,c,7,1.705,5.705,x,4,1,3
2,0.25,6.25,t2,2,0.415,6.415,t2,5,8,2
3,0.5,8.5,x,8,1.89,9.89,x,6,7,1
4,0.75,10.75,x,1,0.11,10.11,x,7,6,8
8,1.75,13.75,c,2,0.36,12.36,x,8,5,7
2,0.25,14.25,x,4,0.76,14.76,t1,1,4,6
3,0.5,16.5,t1,1,0.055,16.055,x,2,3,5
7,1.5,19.5,x,5,1.16,19.16,x,3,2,4
5,1.0,21.0,x,4,0.89,20.89,c,4,1,3
7,1.5,23.5,x,4,0.8,22.8,x,5,8,2
8,1.75,25.75,x,1,0.08,24.08,t2,6,7,1
6,1.25,27.25,t1,8,1.915,27.915,t2,7,6,8
7,1.5,29.5,t2,8,1.835,29.835,c,8,5,7
3,0.5,30.5,x,3,0.435,30.435,x,1,4,6
7,1.5,33.5,x,8,1.855,33.855,x,2,3,5
8,1.75,35.75,x,3,0.415,34.415,c,3,2,4
5,1.0,37.0,x,1,0.18,36.18,t1,4,1,3
4,0.75,38.75,x,3,0.685,38.685,x,5,8,2
6,1.25,41.25,c,2,0.45,40.45,x,6,7,1
1,0.0,42.0,x,3,0.64,42.64,x,7,6,8
2,0.25,44.25,x,5,1.02,45.02,t1,8,5,7
2,0.25,46.25,x,3,0.645,46.645,x,1,4,6
6,1.25,49.25,x,2,0.36,48.36,c,2,3,5
3,0.5,50.5,c,2,0.325,50.325,t1,3,2,4
6,1.25,53.25,x,2,0.38,52.38,x,4,1,3
1,0.0,54.0,x,5,0.94,54.94,c,5,8,2
1,0.0,56.0,t2,4,1.01,57.01,x,6,7,1
1,0.0,58.0,x,6,1.465,59.465,t1,7,6,8
4,0.75,60.75,x,6,1.355,61.355,x,8,5,7
6,1.25,63.25,t2,2,0.235,62.235,x,1,4,6
5,1.0,65.0,t2,7,1.56,65.56,x,2,3,5
4,0.75,66.75,t2,6,1.215,67.215,x,3,2,4
3,0.5,68.5,t2,3,0.65,68.65,t2,4,1,3
3,0.5,70.5,x,4,0.975,70.975,x,5,8,2
7,1.5,73.5,t1,5,1.195,73.195,x,6,7,1
4,0.75,74.75,x,5,1.095,75.095,x,7,6,8
2,0.25,76.25,x,6,1.23,77.23,x,8,5,7
1,0.0,78.0,c,6,1.41,79.41,t2,1,4,6
7,1.5,81.5,x,1,0.055,80.055,x,2,3,5
7,1.5,83.5,x,8,1.85,83.85,x,3,2,4
8,1.75,85.75,x,2,0.38,84.38,x,4,1,3
8,1.75,87.75,t1,4,0.8,86.8,x,5,8,2
3,0.5,88.5,x,5,1.11,89.11,x,6,7,1
7,1.5,91.5,c,4,0.815,90.815,x,7,6,8
6,1.25,93.25,x,6,1.355,93.355,x,8,5,7
2,0.25,94.25,x,7,1.41,95.41,x,1,4,6
1,0.0,96.0,x,1,0.0,96.0,x,2,3,5
5,1.0,99.0,x,8,1.845,99.845,x,3,2,4
8,1.75,101.75,x,5,1.045,101.045,x,4,1,3
6,1.25,103.25,x,8,1.89,103.89,t1,5,8,2
3,0.5,104.5,x,7,1.58,105.58,t1,6,7,1
8,1.75,107.75,t2,3,0.64,106.64,x,7,6,8
4,0.75,108.75,x,1,0.08,108.08,x,8,5,7
4,0.75,110.75,t1,7,1.6,111.6,x,1,4,6
2,0.25,112.25,c,3,0.735,112.735,t1,2,3,5
1,0.0,114.0,x,4,0.89,114.89,t2,3,2,4
1,0.0,116.0,t1,7,1.505,117.505,x,4,1,3
5,1.0,119.0,c,6,1.27,119.27,x,5,8,2
5,1.0,121.0,x,6,1.4,121.4,c,6,7,1
5,1.0,123.0,x,7,1.64,123.64,c,7,6,8
5,1.0,125.0,t1,7,1.65,125.65,t2,8,5,7
8,1.75,127.75,x,1,0.11,126.11,c,1,4,6
