nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
4,0.75,0.75,x,6,1.28,1.28,x,2,3,5
6,1.25,3.25,x,5,0.925,2.925,x,3,2,4
3,0.5,4.5,t2,7,1.705,5.705,x,4,1,3
1,0.0,6.0,x,4,0.975,6.975,x,5,8,2
8,1.75,9.75,x,3,0.665,8.665,x,6,7,1
1,0.0,10.0,x,5,1.095,11.095,x,7,6,8
2,0.25,12.25,x,6,1.23,13.23,x,8,5,7
7,1.5,15.5,x,1,0.16,14.16,c,1,4,6
4,0.75,16.75,x,5,1.185,17.185,t2,2,3,5
5,1.0,19.0,x,5,1.16,19.16,x,3,2,4
5,1.0,21.0,x,7,1.505,21.505,x,4,1,3
1,0.0,22.0,x,2,0.195,22.195,t2,5,8,2
3,0.5,24.5,x,1,0.08,24.08,t2,6,7,1
8,1.75,27.75,t2,8,1.915,27.915,t2,7,6,8
4,0.75,28.75,x,5,1.07,29.07,t1,8,5,7
1,0.0,30.0,c,3,0.435,30.435,x,1,4,6
3,0.5,32.5,t1,3,0.53,32.53,t1,2,3,5
8,1.75,35.75,x,8,1.845,35.845,x,3,2,4
5,1.0,37.0,x,1,0.18,36.18,t1,4,1,3
7,1.5,39.5,x,1,0.07,38.07,x,5,8,2
7,1.5,41.5,t1,7,1.58,41.58,t1,6,7,1
4,0.75,42.75,x,7,1.43,43.43,c,7,6,8
5,1.0,45.0,t1,8,1.775,45.775,c,8,5,7
7,1.5,47.5,x,7,1.6,47.6,x,1,4,6
2,0.25,48.25,c,1,0.055,48.055,x,2,3,5
2,0.25,50.25,t1,7,1.56,51.56,x,3,2,4
2,0.25,52.25,x,7,1.505,53.505,x,4,1,3
5,1.0,55.0,c,4,0.8,54.8,x,5,8,2
3,0.5,56.5,x,5,1.11,57.11,x,6,7,1
6,1.25,59.25,t1,4,0.815,58.815,x,7,6,8
1,0.0,60.0,x,6,1.355,61.355,x,8,5,7
8,1.75,63.75,x,8,1.75,63.75,x,1,4,6
5,1.0,65.0,t2,4,0.855,64.855,x,2,3,5
1,0.0,66.0,x,6,1.215,67.215,x,3,2,4
4,0.75,68.75,c,4,0.82,68.82,c,4,1,3
4,0.75,70.75,x,6,1.42,71.42,x,5,8,2
1,0.0,72.0,t2,8,1.89,73.89,x,6,7,1
3,0.5,74.5,x,1,0.11,74.11,x,7,6,8
7,1.5,77.5,t2,7,1.4,77.4,t2,8,5,7
8,1.75,79.75,x,4,0.76,78.76,t1,1,4,6
7,1.5,81.5,x,4,0.91,80.91,x,2,3,5
3,0.5,82.5,c,3,0.705,82.705,c,3,2,4
2,0.25,84.25,x,3,0.685,84.685,t2,4,1,3
2,0.25,86.25,t2,8,1.775,87.775,t1,5,8,2
6,1.25,89.25,c,6,1.4,89.4,c,6,7,1
2,0.25,90.25,x,6,1.465,91.465,t1,7,6,8
8,1.75,93.75,c,2,0.245,92.245,x,8,5,7
8,1.75,95.75,x,3,0.435,94.435,x,1,4,6
6,1.25,97.25,x,2,0.3,96.3,c,2,3,5
5,1.0,99.0,x,4,0.745,98.745,t2,3,2,4
7,1.5,101.5,x,2,0.34,100.34,x,4,1,3
6,1.25,103.25,x,5,1.11,103.11,c,5,8,2
2,0.25,104.25,x,8,1.89,105.89,x,6,7,1
7,1.5,107.5,c,1,0.11,106.11,x,7,6,8
6,1.25,109.25,x,1,0.08,108.08,x,8,5,7
4,0.75,110.75,t1,3,0.645,110.645,x,1,4,6
6,1.25,113.25,x,8,1.815,113.815,x,2,3,5
4,0.75,114.75,t2,2,0.325,114.325,t1,3,2,4
1,0.0,116.0,t1,2,0.38,116.38,x,4,1,3
8,1.75,119.75,t1,3,0.575,118.575,x,5,8,2
5,1.0,121.0,x,5,1.11,121.11,x,6,7,1
3,0.5,122.5,x,2,0.235,122.235,x,7,6,8
3,0.5,124.5,x,2,0.245,124.245,x,8,5,7
6,1.25,127.25,t2,6,1.2,127.2,t2,1,4,6
