nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
3,0.5,0.5,t1,8,1.855,1.855,x,2,3,5
2,0.25,2.25,t1,1,0.08,2.08,x,3,2,4
6,1.25,5.25,x,3,0.65,4.65,t2,4,1,3
1,0.0,6.0,x,8,1.89,7.89,t1,5,8,2
2,0.25,8.25,x,8,1.89,9.89,x,6,7,1
2,0.25,10.25,x,3,0.64,10.64,x,7,6,8
4,0.75,12.75,x,5,1.02,13.02,t1,8,5,7
3,0.5,14.5,x,2,0.48,14.48,x,1,4,6
1,0.0,16.0,x,4,0.91,16.91,x,2,3,5
5,1.0,19.0,x,1,-0.005,17.995,x,3,2,4
4,0.75,20.75,c,2,0.38,20.38,x,4,1,3
7,1.5,23.5,x,7,1.38,23.38,x,5,8,2
8,1.75,25.75,x,7,1.545,25.545,t1,6,7,1
4,0.75,26.75,x,5,1.16,27.16,x,7,6,8
2,0.25,28.25,x,3,0.545,28.545,x,8,5,7
8,1.75,31.75,x,5,1.085,31.085,x,1,4,6
7,1.5,33.5,x,3,0.53,32.53,t1,2,3,5
6,1.25,35.25,x,2,0.29,34.29,t1,3,2,4
8,1.75,37.75,x,4,0.82,36.82,c,4,1,3
8,1.75,39.75,t1,7,1.705,39.705,x,5,8,2
6,1.25,41.25,c,2,0.45,40.45,x,6,7,1
5,1.0,43.0,x,8,1.785,43.785,t2,7,6,8
1,0.0,44.0,x,8,1.775,45.775,c,8,5,7
5,1.0,47.0,x,7,1.6,47.6,x,1,4,6
2,0.25,48.25,c,8,1.815,49.815,x,2,3,5
5,1.0,51.0,x,1,-0.005,49.995,x,3,2,4
2,0.25,52.25,x,2,0.38,52.38,x,4,1,3
1,0.0,54.0,x,4,0.8,54.8,x,5,8,2
8,1.75,57.75,x,8,1.7,57.7,x,6,7,1
8,1.75,59.75,t2,5,1.16,59.16,x,7,6,8
5,1.0,61.0,t1,7,1.65,61.65,t2,8,5,7
1,0.0,62.0,c,4,0.79,62.79,t1,1,4,6
6,1.25,65.25,x,7,1.56,65.56,x,2,3,5
4,0.75,66.75,t2,6,1.215,67.215,x,3,2,4
3,0.5,68.5,t2,8,1.9,69.9,x,4,1,3
3,0.5,70.5,x,5,1.11,71.11,c,5,8,2
3,0.5,72.5,x,1,0.1,72.1,t2,6,7,1
7,1.5,75.5,c,4,0.78,74.78,x,7,6,8
4,0.75,76.75,x,6,1.23,77.23,x,8,5,7
4,0.75,78.75,t1,6,1.41,79.41,t2,1,4,6
5,1.0,81.0,t2,5,1.185,81.185,t2,2,3,5
1,0.0,82.0,x,4,0.89,82.89,t2,3,2,4
8,1.75,85.75,x,6,1.345,85.345,x,4,1,3
3,0.5,86.5,x,1,-0.015,85.985,x,5,8,2
7,1.5,89.5,t1,6,1.4,89.4,c,6,7,1
6,1.25,91.25,t1,7,1.64,91.64,c,7,6,8
8,1.75,93.75,c,1,0.125,92.125,x,8,5,7
6,1.25,95.25,t2,5,1.085,95.085,x,1,4,6
6,1.25,97.25,x,7,1.56,97.56,x,2,3,5
7,1.5,99.5,x,3,0.415,98.415,c,3,2,4
7,1.5,101.5,x,1,0.18,100.18,t1,4,1,3
5,1.0,103.0,c,2,0.415,102.415,t2,5,8,2
4,0.75,104.75,x,4,0.795,104.795,x,6,7,1
2,0.25,106.25,x,4,0.78,106.78,x,7,6,8
7,1.5,109.5,t2,6,1.23,109.23,x,8,5,7
5,1.0,111.0,x,3,0.645,110.645,x,1,4,6
6,1.25,113.25,x,2,0.36,112.36,c,2,3,5
3,0.5,114.5,c,5,1.16,115.16,x,3,2,4
1,0.0,116.0,t1,2,0.38,116.38,x,4,1,3
2,0.25,118.25,t2,3,0.575,118.575,x,5,8,2
1,0.0,120.0,t2,3,0.675,120.675,x,6,7,1
3,0.5,122.5,x,6,1.465,123.465,t1,7,6,8
4,0.75,124.75,x,6,1.355,125.355,x,8,5,7
7,1.5,127.5,x,1,0.11,126.11,c,1,4,6
