nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
2,0.25,0.25,c,5,1.13,1.13,t2,2,3,5
6,1.25,3.25,x,1,0.08,2.08,x,3,2,4
7,1.5,5.5,x,7,1.705,5.705,x,4,1,3
5,1.0,7.0,c,4,0.975,6.975,x,5,8,2
7,1.5,9.5,t1,2,0.45,8.45,x,6,7,1
6,1.25,11.25,t1,1,0.11,10.11,x,7,6,8
2,0.25,12.25,x,2,0.36,12.36,x,8,5,7
5,1.0,15.0,x,4,0.76,14.76,t1,1,4,6
7,1.5,17.5,x,6,1.295,17.295,x,2,3,5
3,0.5,18.5,c,5,1.16,19.16,x,3,2,4
8,1.75,21.75,x,6,1.345,21.345,x,4,1,3
4,0.75,22.75,x,7,1.38,23.38,x,5,8,2
2,0.25,24.25,x,8,1.7,25.7,x,6,7,1
2,0.25,26.25,x,4,0.815,26.815,x,7,6,8
4,0.75,28.75,x,3,0.545,28.545,x,8,5,7
2,0.25,30.25,x,3,0.435,30.435,x,1,4,6
3,0.5,32.5,t1,3,0.53,32.53,t1,2,3,5
6,1.25,35.25,x,2,0.29,34.29,t1,3,2,4
5,1.0,37.0,x,1,0.18,36.18,t1,4,1,3
3,0.5,38.5,x,1,0.07,38.07,x,5,8,2
4,0.75,40.75,x,8,1.89,41.89,x,6,7,1
7,1.5,43.5,c,7,1.43,43.43,c,7,6,8
1,0.0,44.0,x,6,1.23,45.23,x,8,5,7
5,1.0,47.0,x,1,0.16,46.16,c,1,4,6
8,1.75,49.75,x,8,1.815,49.815,x,2,3,5
4,0.75,50.75,t2,4,0.89,50.89,t2,3,2,4
1,0.0,52.0,t1,2,0.38,52.38,x,4,1,3
2,0.25,54.25,t2,4,0.8,54.8,x,5,8,2
5,1.0,57.0,x,8,1.7,57.7,x,6,7,1
2,0.25,58.25,x,8,1.915,59.915,t2,7,6,8
7,1.5,61.5,t2,8,1.835,61.835,c,8,5,7
1,0.0,62.0,c,3,0.435,62.435,x,1,4,6
4,0.75,64.75,x,7,1.56,65.56,x,2,3,5
6,1.25,67.25,x,1,0.08,66.08,x,3,2,4
4,0.75,68.75,c,8,1.9,69.9,x,4,1,3
8,1.75,71.75,t1,6,1.42,71.42,x,5,8,2
3,0.5,72.5,x,1,0.1,72.1,t2,6,7,1
1,0.0,74.0,x,5,1.095,75.095,x,7,6,8
6,1.25,77.25,x,7,1.4,77.4,t2,8,5,7
4,0.75,78.75,t1,6,1.41,79.41,t2,1,4,6
1,0.0,80.0,x,2,0.36,80.36,c,2,3,5
2,0.25,82.25,t1,1,-0.005,81.995,x,3,2,4
8,1.75,85.75,x,4,0.89,84.89,c,4,1,3
6,1.25,87.25,x,8,1.775,87.775,t1,5,8,2
6,1.25,89.25,c,3,0.675,88.675,x,6,7,1
1,0.0,90.0,x,5,1.16,91.16,x,7,6,8
4,0.75,92.75,x,4,0.9,92.9,x,8,5,7
7,1.5,95.5,x,7,1.41,95.41,x,1,4,6
7,1.5,97.5,x,6,1.28,97.28,x,2,3,5
7,1.5,99.5,x,7,1.445,99.445,x,3,2,4
3,0.5,100.5,t2,5,1.045,101.045,x,4,1,3
3,0.5,102.5,x,5,1.11,103.11,c,5,8,2
1,0.0,104.0,t2,7,1.58,105.58,t1,6,7,1
3,0.5,106.5,x,2,0.48,106.48,x,7,6,8
5,1.0,109.0,t1,5,1.02,109.02,t1,8,5,7
3,0.5,110.5,x,5,1.105,111.105,x,1,4,6
5,1.0,113.0,t2,4,0.91,112.91,x,2,3,5
5,1.0,115.0,x,3,0.705,114.705,c,3,2,4
8,1.75,117.75,x,3,0.685,116.685,t2,4,1,3
1,0.0,118.0,x,2,0.195,118.195,t2,5,8,2
8,1.75,121.75,x,6,1.4,121.4,c,6,7,1
8,1.75,123.75,t2,6,1.465,123.465,t1,7,6,8
8,1.75,125.75,c,2,0.245,124.245,x,8,5,7
6,1.25,127.25,t2,3,0.435,126.435,x,1,4,6
