nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
2,0.25,0.25,c,8,1.855,1.855,x,2,3,5
2,0.25,2.25,t1,2,0.29,2.29,t1,3,2,4
6,1.25,5.25,x,1,0.18,4.18,t1,4,1,3
6,1.25,7.25,x,4,0.975,6.975,x,5,8,2
3,0.5,8.5,x,6,1.37,9.370000000000001,c,6,7,1
5,1.0,11.0,x,8,1.785,11.785,t2,7,6,8
5,1.0,13.0,t1,2,0.36,12.36,x,8,5,7
1,0.0,14.0,c,7,1.6,15.6,x,1,4,6
7,1.5,17.5,x,1,0.055,16.055,x,2,3,5
4,0.75,18.75,t2,6,1.28,19.28,x,3,2,4
1,0.0,20.0,t1,3,0.685,20.685,t2,4,1,3
2,0.25,22.25,t2,5,0.94,22.94,c,5,8,2
6,1.25,25.25,c,5,1.11,25.11,x,6,7,1
5,1.0,27.0,x,4,0.815,26.815,x,7,6,8
2,0.25,28.25,x,8,1.835,29.835,c,8,5,7
4,0.75,30.75,t1,4,0.79,30.79,t1,1,4,6
7,1.5,33.5,x,4,0.855,32.855,x,2,3,5
8,1.75,35.75,x,8,1.845,35.845,x,3,2,4
5,1.0,37.0,x,6,1.425,37.425,x,4,1,3
4,0.75,38.75,x,2,0.415,38.415,t2,5,8,2
2,0.25,40.25,x,1,0.1,40.1,t2,6,7,1
6,1.25,43.25,t1,6,1.2,43.2,t1,7,6,8
4,0.75,44.75,x,1,0.08,44.08,x,8,5,7
5,1.0,47.0,x,7,1.6,47.6,x,1,4,6
7,1.5,49.5,x,5,1.185,49.185,t2,2,3,5
6,1.25,51.25,x,3,0.705,50.705,c,3,2,4
5,1.0,53.0,x,2,0.38,52.38,x,4,1,3
7,1.5,55.5,x,4,0.8,54.8,x,5,8,2
8,1.75,57.75,x,5,1.11,57.11,x,6,7,1
3,0.5,58.5,x,4,0.815,58.815,x,7,6,8
1,0.0,60.0,x,2,0.245,60.245,x,8,5,7
8,1.75,63.75,x,7,1.41,63.41,x,1,4,6
8,1.75,65.75,x,1,0.0,64.0,x,2,3,5
3,0.5,66.5,c,5,0.925,66.925,x,3,2,4
8,1.75,69.75,x,6,1.425,69.425,x,4,1,3
8,1.75,71.75,t1,8,1.89,71.89,t1,5,8,2
1,0.0,72.0,t2,2,0.45,72.45,x,6,7,1
1,0.0,74.0,x,5,1.095,75.095,x,7,6,8
8,1.75,77.75,c,7,1.4,77.4,t2,8,5,7
2,0.25,78.25,x,6,1.41,79.41,t2,1,4,6
4,0.75,80.75,x,3,0.735,80.735,t1,2,3,5
1,0.0,82.0,x,8,1.85,83.85,x,3,2,4
2,0.25,84.25,x,4,0.89,84.89,c,4,1,3
3,0.5,86.5,x,1,-0.015,85.985,x,5,8,2
7,1.5,89.5,t1,8,1.7,89.7,x,6,7,1
8,1.75,91.75,t2,1,-0.075,89.925,x,7,6,8
6,1.25,93.25,x,3,0.545,92.545,x,8,5,7
6,1.25,95.25,t2,1,0.11,94.11,c,1,4,6
5,1.0,97.0,t2,2,0.3,96.3,c,2,3,5
6,1.25,99.25,x,4,0.745,98.745,t2,3,2,4
4,0.75,100.75,c,6,1.425,101.425,x,4,1,3
5,1.0,103.0,c,7,1.705,103.705,x,5,8,2
4,0.75,104.75,x,7,1.58,105.58,t1,6,7,1
4,0.75,106.75,x,3,0.64,106.64,x,7,6,8
1,0.0,108.0,x,5,1.02,109.02,t1,8,5,7
3,0.5,110.5,x,3,0.645,110.645,x,1,4,6
3,0.5,112.5,t1,6,1.295,113.295,x,2,3,5
1,0.0,114.0,x,8,1.85,115.85,x,3,2,4
3,0.5,116.5,t2,2,0.38,116.38,x,4,1,3
3,0.5,118.5,x,7,1.38,119.38,x,5,8,2
2,0.25,120.25,x,5,1.11,121.11,x,6,7,1
7,1.5,123.5,c,7,1.64,123.64,c,7,6,8
7,1.5,125.5,t2,3,0.545,124.545,x,8,5,7
7,1.5,127.5,x,3,0.435,126.435,x,1,4,6
