nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
8,1.75,1.75,x,5,1.13,1.13,t2,2,3,5
3,0.5,2.5,c,7,1.445,3.4450000000000003,x,3,2,4
2,0.25,4.25,x,1,0.18,4.18,t1,4,1,3
4,0.75,6.75,x,2,0.415,6.415,t2,5,8,2
7,1.5,9.5,t1,1,0.1,8.1,t2,6,7,1
8,1.75,11.75,t2,3,0.64,10.64,x,7,6,8
8,1.75,13.75,c,1,0.08,12.08,x,8,5,7
5,1.0,15.0,x,4,0.76,14.76,t1,1,4,6
2,0.25,16.25,c,6,1.295,17.295,x,2,3,5
7,1.5,19.5,x,2,0.325,18.325,t1,3,2,4
3,0.5,20.5,t2,3,0.685,20.685,t2,4,1,3
8,1.75,23.75,t1,5,0.94,22.94,c,5,8,2
8,1.75,25.75,x,2,0.3,24.3,x,6,7,1
3,0.5,26.5,x,3,0.6,26.6,x,7,6,8
1,0.0,28.0,x,8,1.835,29.835,c,8,5,7
3,0.5,30.5,x,2,0.235,30.235,x,1,4,6
4,0.75,32.75,x,4,0.855,32.855,x,2,3,5
4,0.75,34.75,t2,3,0.415,34.415,c,3,2,4
6,1.25,37.25,x,7,1.705,37.705,x,4,1,3
6,1.25,39.25,x,7,1.705,39.705,x,5,8,2
1,0.0,40.0,t2,5,1.195,41.195,x,6,7,1
2,0.25,42.25,x,3,0.64,42.64,x,7,6,8
4,0.75,44.75,x,7,1.4,45.4,t2,8,5,7
8,1.75,47.75,x,6,1.41,47.41,t2,1,4,6
7,1.5,49.5,x,6,1.295,49.295,x,2,3,5
7,1.5,51.5,x,5,1.16,51.16,x,3,2,4
5,1.0,53.0,x,7,1.505,53.505,x,4,1,3
2,0.25,54.25,t2,4,0.8,54.8,x,5,8,2
2,0.25,56.25,x,7,1.545,57.545,t1,6,7,1
4,0.75,58.75,x,5,1.16,59.16,x,7,6,8
3,0.5,60.5,x,3,0.545,60.545,x,8,5,7
1,0.0,62.0,c,1,0.11,62.11,c,1,4,6
5,1.0,65.0,t2,3,0.53,64.53,t1,2,3,5
2,0.25,66.25,t1,1,0.08,66.08,x,3,2,4
4,0.75,68.75,c,8,1.9,69.9,x,4,1,3
5,1.0,71.0,c,4,0.975,70.975,x,5,8,2
2,0.25,72.25,x,4,0.795,72.795,x,6,7,1
1,0.0,74.0,x,8,1.785,75.785,t2,7,6,8
5,1.0,77.0,t1,3,0.56,76.56,x,8,5,7
8,1.75,79.75,x,5,1.105,79.105,x,1,4,6
1,0.0,80.0,x,6,1.295,81.295,x,2,3,5
7,1.5,83.5,x,1,-0.005,81.995,x,3,2,4
2,0.25,84.25,x,8,1.82,85.82,x,4,1,3
3,0.5,86.5,x,6,1.27,87.27,x,5,8,2
5,1.0,89.0,x,6,1.4,89.4,c,6,7,1
1,0.0,90.0,x,4,0.815,90.815,x,7,6,8
7,1.5,93.5,t2,2,0.245,92.245,x,8,5,7
6,1.25,95.25,t2,5,1.085,95.085,x,1,4,6
4,0.75,96.75,x,1,0.0,96.0,x,2,3,5
6,1.25,99.25,x,4,0.745,98.745,t2,3,2,4
1,0.0,100.0,t1,4,0.82,100.82,c,4,1,3
1,0.0,102.0,x,8,1.89,103.89,t1,5,8,2
6,1.25,105.25,c,2,0.45,104.45,x,6,7,1
7,1.5,107.5,c,7,1.43,107.43,c,7,6,8
3,0.5,108.5,x,5,1.02,109.02,t1,8,5,7
4,0.75,110.75,t1,2,0.48,110.48,x,1,4,6
3,0.5,112.5,t1,2,0.36,112.36,c,2,3,5
7,1.5,115.5,x,1,-0.005,113.995,x,3,2,4
5,1.0,117.0,x,8,1.82,117.82,x,4,1,3
6,1.25,119.25,x,7,1.38,119.38,x,5,8,2
5,1.0,121.0,x,8,1.7,121.7,x,6,7,1
6,1.25,123.25,t1,6,1.465,123.465,t1,7,6,8
6,1.25,125.25,x,6,1.355,125.355,x,8,5,7
8,1.75,127.75,x,8,1.75,127.75,x,1,4,6
