nhp_beats_const,nhp_onsets_const,nhp_onsets_abs_const,nhp_beat_type,nhnp_beats_const,nhnp_onsets_const,nhnp_onsets_abs_const,nhnp_beat_type,c_beat,t1_beat,t2_beat
4,0.75,0.75,x,3,0.53,0.53,t1,2,3,5
1,0.0,2.0,x,1,0.08,2.08,x,3,2,4
2,0.25,4.25,x,8,1.9,5.9,x,4,1,3
8,1.75,7.75,t1,2,0.415,6.415,t2,5,8,2
2,0.25,8.25,x,6,1.37,9.370000000000001,c,6,7,1
3,0.5,10.5,x,3,0.64,10.64,x,7,6,8
1,0.0,12.0,x,8,1.775,13.775,c,8,5,7
6,1.25,15.25,t2,6,1.41,15.41,t2,1,4,6
2,0.25,16.25,c,1,0.055,16.055,x,2,3,5
6,1.25,19.25,x,3,0.705,18.705,c,3,2,4
5,1.0,21.0,x,3,0.685,20.685,t2,4,1,3
2,0.25,22.25,t2,1,-0.015,21.985,x,5,8,2
3,0.5,24.5,x,7,1.545,25.545,t1,6,7,1
2,0.25,26.25,x,2,0.235,26.235,x,7,6,8
6,1.25,29.25,x,2,0.245,28.245,x,8,5,7
2,0.25,30.25,x,7,1.41,31.41,x,1,4,6
3,0.5,32.5,t1,5,1.13,33.13,t2,2,3,5
3,0.5,34.5,c,8,1.845,35.845,x,3,2,4
5,1.0,37.0,x,4,0.82,36.82,c,4,1,3
1,0.0,38.0,x,8,1.89,39.89,t1,5,8,2
8,1.75,41.75,x,8,1.89,41.89,x,6,7,1
1,0.0,42.0,x,4,0.78,42.78,x,7,6,8
4,0.75,44.75,x,6,1.23,45.23,x,8,5,7
4,0.75,46.75,t1,8,1.935,47.935,x,1,4,6
5,1.0,49.0,t2,1,0.055,48.055,x,2,3,5
6,1.25,51.25,x,6,1.28,51.28,x,3,2,4
5,1.0,53.0,x,2,0.38,52.38,x,4,1,3
4,0.75,54.75,x,3,0.575,54.575,x,5,8,2
5,1.0,57.0,x,4,1.01,57.01,x,6,7,1
7,1.5,59.5,c,8,1.915,59.915,t2,7,6,8
7,1.5,61.5,t2,1,0.125,60.125,x,8,5,7
1,0.0,62.0,c,2,0.235,62.235,x,1,4,6
1,0.0,64.0,x,4,0.855,64.855,x,2,3,5
8,1.75,67.75,x,2,0.29,66.29,t1,3,2,4
4,0.75,68.75,c,6,1.425,69.425,x,4,1,3
4,0.75,70.75,x,3,0.685,70.685,x,5,8,2
6,1.25,73.25,c,4,0.795,72.795,x,6,7,1
4,0.75,74.75,x,7,1.43,75.43,c,7,6,8
2,0.25,76.25,x,7,1.4,77.4,t2,8,5,7
7,1.5,79.5,x,5,1.105,79.105,x,1,4,6
8,1.75,81.75,x,7,1.515,81.515,x,2,3,5
2,0.25,82.25,t1,7,1.56,83.56,x,3,2,4
1,0.0,84.0,t1,5,1.215,85.215,x,4,1,3
6,1.25,87.25,x,5,0.94,86.94,c,5,8,2
1,0.0,88.0,t2,5,1.11,89.11,x,6,7,1
6,1.25,91.25,t1,3,0.6,90.6,x,7,6,8
5,1.0,93.0,t1,5,1.07,93.07,t1,8,5,7
7,1.5,95.5,x,1,0.11,94.11,c,1,4,6
8,1.75,97.75,x,2,0.3,96.3,c,2,3,5
4,0.75,98.75,t2,4,0.745,98.745,t2,3,2,4
5,1.0,101.0,x,5,1.045,101.045,x,4,1,3
5,1.0,103.0,c,7,1.705,103.705,x,5,8,2
7,1.5,105.5,t1,4,0.795,104.795,x,6,7,1
8,1.75,107.75,t2,3,0.64,106.64,x,7,6,8
8,1.75,109.75,c,6,1.23,109.23,x,8,5,7
7,1.5,111.5,x,5,1.105,111.105,x,1,4,6
8,1.75,113.75,x,6,1.295,113.295,x,2,3,5
7,1.5,115.5,x,8,1.85,115.85,x,3,2,4
3,0.5,116.5,t2,1,0.015,116.015,t1,4,1,3
3,0.5,118.5,x,7,1.38,119.38,x,5,8,2
3,0.5,120.5,x,1,0.08,120.08,t2,6,7,1
3,0.5,122.5,x,6,1.465,123.465,t1,7,6,8
6,1.25,125.25,x,2,0.245,124.245,x,8,5,7
7,1.5,127.5,x,4,0.79,126.79,t1,1,4,6
